100.00 0.001
1000.00 0.006
10000.00 0.056
30000.00 0.165
100000.00 0.535
300000.00 1.327
1000000.00 2.222
3000000.00 2.587
10000000.00 2.717
100000000.00 2.769
1000000000.00 2.773
10000000000.00 2.774
