0.01	0.0049446691
0.03	0.0166564028
0.06	0.0294963598
0.1	0.0520963225
0.3	0.2009579106
0.6	0.4827990407
1	2.1155133252
3	3.4799668446
6	3.8092907411
10	3.9385998255
30	4.0605922961
60	4.1882753046
100	4.3260239474
300	4.4353478424
600	4.4933675194
1000	4.4383882023
3000	4.5743789792
6000	4.6914622766
10000	4.5513165688
30000	4.6744262498
100000	4.7236432182
300000	4.8422932498
1000000	4.6970877842
10000000	4.9107788001
100000000	4.8125737664
