   3.85705233E-02   3.25838989E-03   7.14618107E-03   6.36752089E-03   2.15898883E-02   2.59199627E-02   1.81379840E-02   1.79573763E-02           1
   3.90040129E-02   3.29467258E-03   7.22634140E-03   6.43893471E-03   2.18312852E-02   2.62103416E-02   1.83410235E-02   1.81583632E-02           2
   3.94440815E-02   3.33149964E-03   7.30771525E-03   6.51142839E-03   2.20767204E-02   2.65039392E-02   1.85474176E-02   1.83626618E-02           3
   3.98891084E-02   3.36873368E-03   7.39000086E-03   6.58473559E-03   2.23248824E-02   2.68007945E-02   1.87561102E-02   1.85692422E-02           4
   4.03379910E-02   3.40628158E-03   7.47299707E-03   6.65867468E-03   2.25749239E-02   2.71009430E-02   1.89664215E-02   1.87774207E-02           5
   4.07920294E-02   3.44425277E-03   7.55694276E-03   6.73345849E-03   2.28278395E-02   2.74044219E-02   1.91791523E-02   1.89879909E-02           6
   4.12514210E-02   3.48266331E-03   7.64187379E-03   6.80912100E-03   2.30837744E-02   2.77112648E-02   1.93944164E-02   1.92010701E-02           7
   4.17160057E-02   3.52149992E-03   7.72776175E-03   6.88563474E-03   2.33425759E-02   2.80215070E-02   1.96121018E-02   1.94165446E-02           8
   4.21859622E-02   3.56077682E-03   7.81463832E-03   6.96302997E-03   2.36043967E-02   2.83351894E-02   1.98323186E-02   1.96345262E-02           9
   4.26611379E-02   3.60048166E-03   7.90247507E-03   7.04128016E-03   2.38690730E-02   2.86523532E-02   2.00549513E-02   1.98548958E-02          10
   4.31419201E-02   3.64064542E-03   7.99134560E-03   7.12044910E-03   2.41369009E-02   2.89730281E-02   2.02802364E-02   2.00778879E-02          11
   4.36281189E-02   3.68125294E-03   8.08121171E-03   7.20050558E-03   2.44077351E-02   2.92972550E-02   2.05080472E-02   2.03033835E-02          12
   4.41197678E-02   3.72230564E-03   8.17208178E-03   7.28145661E-03   2.46815663E-02   2.96250712E-02   2.07383931E-02   2.05313824E-02          13
   4.46168594E-02   3.76380375E-03   8.26395210E-03   7.36329798E-03   2.49583982E-02   2.99565196E-02   2.09712628E-02   2.07618810E-02          14
   4.51185219E-02   3.80567252E-03   8.35666340E-03   7.44588953E-03   2.52375118E-02   3.02916355E-02   2.12060902E-02   2.09943205E-02          15
   4.56269458E-02   3.84809589E-03   8.45061988E-03   7.52958655E-03   2.55206078E-02   3.06304619E-02   2.14442443E-02   2.12300438E-02          16
   4.61410582E-02   3.89098423E-03   8.54562223E-03   7.61421770E-03   2.58068386E-02   3.09730340E-02   2.16850452E-02   2.14683879E-02          17
   4.66597676E-02   3.93424416E-03   8.64146929E-03   7.69960042E-03   2.60953456E-02   3.13193984E-02   2.19277926E-02   2.17086598E-02          18
   4.71854918E-02   3.97807872E-03   8.73860717E-03   7.78613333E-03   2.63879802E-02   3.16695869E-02   2.21739896E-02   2.19523478E-02          19
   4.77169342E-02   4.02237987E-03   8.83679651E-03   7.87360221E-03   2.66837273E-02   3.20236534E-02   2.24228166E-02   2.21986361E-02          20
   4.82543185E-02   4.06716531E-03   8.93607922E-03   7.96204247E-03   2.69827452E-02   3.23816314E-02   2.26744041E-02   2.24476513E-02          21
   4.87978309E-02   4.11244901E-03   9.03648883E-03   8.05148762E-03   2.72851661E-02   3.27435657E-02   2.29288582E-02   2.26995051E-02          22
   4.93471287E-02   4.15820349E-03   9.13796201E-03   8.14187899E-03   2.75906902E-02   3.31095010E-02   2.31859442E-02   2.29539610E-02          23
   4.99025881E-02   4.20445856E-03   9.24056582E-03   8.23327899E-03   2.78996211E-02   3.34794708E-02   2.34458949E-02   2.32112557E-02          24
   5.04640415E-02   4.25120071E-03   9.34427232E-03   8.32566060E-03   2.82117985E-02   3.38535346E-02   2.37085912E-02   2.34712679E-02          25
   5.10317013E-02   4.29844670E-03   9.44912061E-03   8.41905829E-03   2.85273623E-02   3.42317149E-02   2.39741560E-02   2.37341113E-02          26
   5.16055673E-02   4.34619654E-03   9.55510791E-03   8.51346925E-03   2.88463011E-02   3.46140787E-02   2.42425725E-02   2.39997767E-02          27
   5.21871485E-02   4.39457549E-03   9.66251362E-03   8.60914402E-03   2.91697774E-02   3.50006558E-02   2.45147757E-02   2.42691915E-02          28
   5.27747869E-02   4.44344478E-03   9.77103412E-03   8.70580878E-03   2.94964816E-02   3.53914984E-02   2.47897208E-02   2.45413128E-02          29
   5.33675812E-02   4.49272897E-03   9.88049712E-03   8.80331732E-03   2.98257023E-02   3.57866511E-02   2.50668246E-02   2.48155799E-02          30
   5.39681390E-02   4.54264367E-03   9.99138970E-03   8.90209526E-03   3.01594380E-02   3.61861587E-02   2.53477097E-02   2.50935797E-02          31
   5.45764640E-02   4.59319260E-03   1.01037081E-02   9.00214538E-03   3.04976776E-02   3.65900695E-02   2.56323665E-02   2.53753159E-02          32
