   4.95056808E-02   4.99291345E-03   1.09411106E-02   9.74771939E-03   2.56813169E-02   2.57646684E-02   2.55609658E-02   2.57759541E-02           1
   5.00749908E-02   5.04980842E-03   1.10665904E-02   9.85947996E-03   2.59754490E-02   2.60582585E-02   2.58541163E-02   2.60714833E-02           2
   5.06508611E-02   5.10734506E-03   1.11935046E-02   9.97251645E-03   2.62729358E-02   2.63551623E-02   2.61506196E-02   2.63703875E-02           3
   5.12333475E-02   5.16553130E-03   1.13218725E-02   1.00868465E-02   2.65738163E-02   2.66554188E-02   2.64505148E-02   2.66727097E-02           4
   5.18225357E-02   5.22437505E-03   1.14517072E-02   1.02024842E-02   2.68781278E-02   2.69590653E-02   2.67538391E-02   2.69784871E-02           5
   5.24184816E-02   5.28388191E-03   1.15830284E-02   1.03194397E-02   2.71859095E-02   2.72661354E-02   2.70606354E-02   2.72877570E-02           6
   5.30213043E-02   5.34405978E-03   1.17158489E-02   1.04377335E-02   2.74972022E-02   2.75766682E-02   2.73709334E-02   2.76005641E-02           7
   5.36310486E-02   5.40491613E-03   1.18501885E-02   1.05573796E-02   2.78120432E-02   2.78907046E-02   2.76847836E-02   2.79169437E-02           8
   5.42478003E-02   5.46645885E-03   1.19860638E-02   1.06783910E-02   2.81304736E-02   2.82082818E-02   2.80022193E-02   2.82369386E-02           9
   5.48716486E-02   5.52869542E-03   1.21234935E-02   1.08007872E-02   2.84525324E-02   2.85294391E-02   2.83232871E-02   2.85605900E-02          10
   5.55026755E-02   5.59163326E-03   1.22624915E-02   1.09245796E-02   2.87782550E-02   2.88542118E-02   2.86480188E-02   2.88879331E-02          11
   5.61409630E-02   5.65528078E-03   1.24030840E-02   1.10497884E-02   2.91076954E-02   2.91826464E-02   2.89764721E-02   2.92190202E-02          12
   5.67865781E-02   5.71964448E-03   1.25452792E-02   1.11764241E-02   2.94408947E-02   2.95147821E-02   2.93086749E-02   2.95538884E-02          13
   5.74396178E-02   5.78473462E-03   1.26890987E-02   1.13045089E-02   2.97778863E-02   2.98506599E-02   2.96446700E-02   2.98925843E-02          14
   5.81001788E-02   5.85055538E-03   1.28345620E-02   1.14340531E-02   3.01187169E-02   3.01903132E-02   2.99845077E-02   3.02351397E-02          15
   5.87683320E-02   5.91711886E-03   1.29816905E-02   1.15650799E-02   3.04634273E-02   3.05337980E-02   3.03282309E-02   3.05816140E-02          16
   5.94441667E-02   5.98443020E-03   1.31304972E-02   1.16976025E-02   3.08120735E-02   3.08811441E-02   3.06758806E-02   3.09320446E-02          17
   6.01277724E-02   6.05249964E-03   1.32810064E-02   1.18316356E-02   3.11646778E-02   3.12323980E-02   3.10275033E-02   3.12864706E-02          18
   6.08192384E-02   6.12133415E-03   1.34332338E-02   1.19671989E-02   3.15213017E-02   3.15876007E-02   3.13831419E-02   3.16449404E-02          19
   6.15186691E-02   6.19094353E-03   1.35871982E-02   1.21043138E-02   3.18819843E-02   3.19468044E-02   3.17428373E-02   3.20075117E-02          20
   6.22261316E-02   6.26133569E-03   1.37429256E-02   1.22429896E-02   3.22467759E-02   3.23100425E-02   3.21066529E-02   3.23742144E-02          21
   6.29417226E-02   6.33251900E-03   1.39004299E-02   1.23832524E-02   3.26157175E-02   3.26773599E-02   3.24746184E-02   3.27451080E-02          22
   6.36655614E-02   6.40450139E-03   1.40597317E-02   1.25251096E-02   3.29888612E-02   3.30488086E-02   3.28467861E-02   3.31202261E-02          23
   6.43977150E-02   6.47729309E-03   1.42208533E-02   1.26685910E-02   3.33662517E-02   3.34244333E-02   3.32232043E-02   3.34996283E-02          24
   6.51382804E-02   6.55090250E-03   1.43838143E-02   1.28137069E-02   3.37479338E-02   3.38042751E-02   3.36039178E-02   3.38833630E-02          25
   6.58873692E-02   6.62533659E-03   1.45486388E-02   1.29604796E-02   3.41339633E-02   3.41883749E-02   3.39889862E-02   3.42714749E-02          26
   6.66450784E-02   6.70060748E-03   1.47153419E-02   1.31089268E-02   3.45243812E-02   3.45767923E-02   3.43784429E-02   3.46640125E-02          27
   6.74114972E-02   6.77672308E-03   1.48839494E-02   1.32590672E-02   3.49192396E-02   3.49695683E-02   3.47723477E-02   3.50610279E-02          28
   6.81867301E-02   6.85369270E-03   1.50544811E-02   1.34109212E-02   3.53185944E-02   3.53667513E-02   3.51707526E-02   3.54625769E-02          29
   6.89708740E-02   6.93152472E-03   1.52269602E-02   1.35645028E-02   3.57224867E-02   3.57683823E-02   3.55737060E-02   3.58686931E-02          30
   6.97640330E-02   7.01023126E-03   1.54014081E-02   1.37198400E-02   3.61309722E-02   3.61745246E-02   3.59812528E-02   3.62794548E-02          31
   7.05663189E-02   7.08981790E-03   1.55778453E-02   1.38769457E-02   3.65440957E-02   3.65852155E-02   3.63934524E-02   3.66948918E-02          32
   7.13778436E-02   7.17029721E-03   1.57562979E-02   1.40358452E-02   3.69619206E-02   3.70005071E-02   3.68103571E-02   3.71150672E-02          33
   7.21986741E-02   7.25167897E-03   1.59367844E-02   1.41965542E-02   3.73844989E-02   3.74204516E-02   3.72320153E-02   3.75400335E-02          34
   7.30289668E-02   7.33397063E-03   1.61193330E-02   1.43590970E-02   3.78118791E-02   3.78451012E-02   3.76584940E-02   3.79698426E-02          35
   7.38687962E-02   7.41718430E-03   1.63039621E-02   1.45234894E-02   3.82441133E-02   3.82745042E-02   3.80898304E-02   3.84045541E-02          36
   7.47182816E-02   7.50133023E-03   1.64906979E-02   1.46897575E-02   3.86812501E-02   3.87087166E-02   3.85260843E-02   3.88442129E-02          37
