10000000000 5.192
1000000000000 6.384
100 0.000
1000 0.001
10000 0.012
100000 0.116
1000000 0.835
100000000 3.247
1000000000 4.257
10000000000 5.733
1000000000000 7.287
100 0.000
1000 0.001
10000 0.012
100000 0.114
1000000 0.843
100000000 3.575
1000000000 4.781
